Source,Section,Title,Year,Venue,DOI,Citations,URL
SemanticScholar,S4_BipartiteGraph,GSAN: Graph Self-Attention Network for Learning Spatial–Temporal Interaction Representation in Autonomous Driving,2021,IEEE Internet of Things Journal,10.1109/jiot.2021.3093523,42,https://www.semanticscholar.org/paper/ebdb9c9191ed6f0ba8d0f7de439d5568f74de9c4
SemanticScholar,S4_BipartiteGraph,Efficient Historical Butterfly Counting in Large Temporal Bipartite Networks via Graph Structure-aware Index,2024,arXiv.org,10.48550/arXiv.2406.00344,4,https://www.semanticscholar.org/paper/0897e02f475cd51e01f60be7ac17c0047cdacf82
SemanticScholar,S4_BipartiteGraph,TKMBR: Temporal Knowledge Graph-based Multi-Behavior Recommendation,2024,IEEE International Joint Conference on Neural Network,10.1109/IJCNN60899.2024.10650423,5,https://www.semanticscholar.org/paper/5b05dbd8a9d2fef17338b545046b9b440f35e5b5
SemanticScholar,S4_BipartiteGraph,DualGNN: Dual Graph Neural Network for Multimedia Recommendation,2023,IEEE transactions on multimedia,10.1109/TMM.2021.3138298,248,https://www.semanticscholar.org/paper/b56916d0ab48b8a0cd58218641463f10c58ff65a
SemanticScholar,S4_BipartiteGraph,Similarity Calculation based on Spectral Clustering in Bipartite Graph,2025,,10.1109/ECNCT66493.2025.11172399,0,https://www.semanticscholar.org/paper/cdcc6c311ea633e5ae7f1f0329fd567c3e8c72c2
SemanticScholar,S4_BipartiteGraph,Revisiting Graph Projections for Effective Complementary Product Recommendation,2025,IEEE International Joint Conference on Neural Network,10.1109/IJCNN64981.2025.11228278,0,https://www.semanticscholar.org/paper/9a68223fbe0d89f3e9c739800f86e7b40d9c8456
SemanticScholar,S4_BipartiteGraph,BDARec: Balancing Diversity and Accuracy of Recommendation Model with Graph Neural Networks,2025,IEEE International Joint Conference on Neural Network,10.1109/IJCNN64981.2025.11227433,0,https://www.semanticscholar.org/paper/6d25b0fd40a611b7b711e94f231c89d2b38ecc99
SemanticScholar,S4_BipartiteGraph,DiTAGInt: A Diffusion-Based Transformer Network with Augmented-Graph Embedding Integration for Cross-Domain Sequential Recommendation,2025,IEEE International Joint Conference on Neural Network,10.1109/IJCNN64981.2025.11228168,1,https://www.semanticscholar.org/paper/578483933e95b181abd4f4861c634ccbe7f52996
SemanticScholar,S4_BipartiteGraph,TagRec: Temporal-Aware Graph Contrastive Learning With Theoretical Augmentation for Sequential Recommendation,2025,IEEE Transactions on Knowledge and Data Engineering,10.1109/TKDE.2025.3538706,32,https://www.semanticscholar.org/paper/595f3f116a0448d82d107290830d06e65b6a96f6
OpenAlex,S4_BipartiteGraph,Position-Enhanced and Time-aware Graph Convolutional Network for Sequential Recommendations,2022,ACM Transactions on Information Systems,https://doi.org/10.1145/3511700,66,https://openalex.org/W3178564468
OpenAlex,S4_BipartiteGraph,Personalized recommendation via inductive spatiotemporal graph neural network,2023,Pattern Recognition,https://doi.org/10.1016/j.patcog.2023.109884,39,https://openalex.org/W4385804266
OpenAlex,S4_BipartiteGraph,Research on Neural Graph Collaborative Filtering Recommendation Model Fused With Item Temporal Sequence Relationships,2022,IEEE Access,https://doi.org/10.1109/access.2022.3215161,8,https://openalex.org/W4312332958
OpenAlex,S4_BipartiteGraph,Networks beyond pairwise interactions: Structure and dynamics,2020,Physics Reports,https://doi.org/10.1016/j.physrep.2020.05.004,1411,https://openalex.org/W3033513666
OpenAlex,S4_BipartiteGraph,A Graph Neural Network-Based Algorithm for Point-of-Interest Recommendation Using Social Relation and Time Series,2021,International Journal of Web Services Research,https://doi.org/10.4018/ijwsr.2021100103,8,https://openalex.org/W3209428859
OpenAlex,S4_BipartiteGraph,Position-enhanced and Time-aware Graph Convolutional Network for Sequential Recommendations,2021,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2107.05235,5,https://openalex.org/W4311874103
OpenAlex,S4_BipartiteGraph,Recommender systems,2012,Physics Reports,https://doi.org/10.1016/j.physrep.2012.02.006,979,https://openalex.org/W3037946710
OpenAlex,S4_BipartiteGraph,TigeCMN: On exploration of temporal interaction graph embedding via Coupled Memory Neural Networks,2021,Neural Networks,https://doi.org/10.1016/j.neunet.2021.02.016,8,https://openalex.org/W3133818632
OpenAlex,S4_BipartiteGraph,"A Metaverse: Taxonomy, Components, Applications, and Open Challenges",2022,IEEE Access,https://doi.org/10.1109/access.2021.3140175,1744,https://openalex.org/W4206484811
OpenAlex,S4_BipartiteGraph,"A Survey of Graph Neural Networks for Recommender Systems: Challenges, Methods, and Directions",2023,ACM Transactions on Recommender Systems,https://doi.org/10.1145/3568022,653,https://openalex.org/W4315977496
OpenAlex,S4_BipartiteGraph,Revisiting Graph Based Collaborative Filtering: A Linear Residual Graph Convolutional Network Approach,2020,Proceedings of the AAAI Conference on Artificial Intelligence,https://doi.org/10.1609/aaai.v34i01.5330,616,https://openalex.org/W2998431760
OpenAlex,S4_BipartiteGraph,Inter-sequence Enhanced Framework for Personalized Sequential Recommendation,2020,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2004.12118,6,https://openalex.org/W3018719408
OpenAlex,S4_BipartiteGraph,Global-Local GraphFormer: Towards Better Understanding of User Intentions in Sequential Recommendation,2023,,https://doi.org/10.1145/3595916.3626377,3,https://openalex.org/W4390484007
OpenAlex,S4_BipartiteGraph,Explaining Deep Neural Networks and Beyond: A Review of Methods and Applications,2021,Proceedings of the IEEE,https://doi.org/10.1109/jproc.2021.3060483,1296,https://openalex.org/W3132191748
OpenAlex,S4_BipartiteGraph,"Deep learning modelling techniques: current progress, applications, advantages, and challenges",2023,Artificial Intelligence Review,https://doi.org/10.1007/s10462-023-10466-8,929,https://openalex.org/W4366091323
OpenAlex,S4_BipartiteGraph,BNPMDA: Bipartite Network Projection for MiRNA–Disease Association prediction,2018,Bioinformatics,https://doi.org/10.1093/bioinformatics/bty333,305,https://openalex.org/W2799307902
OpenAlex,S4_BipartiteGraph,Knowledge Tracing: A Survey,2022,ACM Computing Surveys,https://doi.org/10.1145/3569576,366,https://openalex.org/W4307561542
OpenAlex,S4_BipartiteGraph,Random walks and diffusion on networks,2017,Physics Reports,https://doi.org/10.1016/j.physrep.2017.07.007,641,https://openalex.org/W2566971417
OpenAlex,S4_BipartiteGraph,A survey of results on mobile phone datasets analysis,2015,EPJ Data Science,https://doi.org/10.1140/epjds/s13688-015-0046-0,648,https://openalex.org/W2137558058
OpenAlex,S4_BipartiteGraph,Machine learning approaches and databases for prediction of drug–target interaction: a survey paper,2019,Briefings in Bioinformatics,https://doi.org/10.1093/bib/bbz157,427,https://openalex.org/W3000043291
OpenAlex,S4_BipartiteGraph,"Think Buy: A Scalable, Context-Rich AI Model for Personalized E-Commerce Recommendations",2024,International Journal of Computational Mathematical Ideas,https://doi.org/10.70153/ijcmi/2024.16304,1,https://openalex.org/W4414206645
OpenAlex,S4_BipartiteGraph,Artificial intelligence in recommender systems,2020,Complex & Intelligent Systems,https://doi.org/10.1007/s40747-020-00212-w,423,https://openalex.org/W3097904695
OpenAlex,S4_BipartiteGraph,An Explainable Recommender System by Integrating Graph Neural Networks and User Reviews,2024,,https://doi.org/10.1109/icdm59182.2024.00074,1,https://openalex.org/W4407831859
OpenAlex,S4_BipartiteGraph,Deep Learning with Graph Convolutional Networks: An Overview and Latest Applications in Computational Intelligence,2023,International Journal of Intelligent Systems,https://doi.org/10.1155/2023/8342104,410,https://openalex.org/W4322627364
OpenAlex,S4_BipartiteGraph,Detection and Resolution of Rumours in Social Media: A Survey,2017,Warwick Research Archive Portal (University of Warwick),https://doi.org/10.48550/arxiv.1704.00656,727,https://openalex.org/W3125491592
OpenAlex,S4_BipartiteGraph,Next POI recommendation for random group based on Spatio-Temporal heterogeneous graph,2025,Information Processing & Management,https://doi.org/10.1016/j.ipm.2025.104584,1,https://openalex.org/W7117767147
OpenAlex,S4_BipartiteGraph,Graph Summarization Methods and Applications,2018,ACM Computing Surveys,https://doi.org/10.1145/3186727,269,https://openalex.org/W2962936633
OpenAlex,S4_BipartiteGraph,GAMENet: Graph Augmented MEmory Networks for Recommending Medication Combination,2019,Proceedings of the AAAI Conference on Artificial Intelligence,https://doi.org/10.1609/aaai.v33i01.33011126,295,https://openalex.org/W2964068143
CrossRef,S4_BipartiteGraph,A Bipartite Heterogeneous Graph Recommendation Model based on Graph Neural Network,2023,,10.21203/rs.3.rs-2937461/v1,,https://doi.org/10.21203/rs.3.rs-2937461/v1
CrossRef,S4_BipartiteGraph,Bipartite Recommendation Algorithm of Knowledge Graph and Graph Convolution Network,2024,"2024 20th International Conference on Natural Computation, Fuzzy Systems and Knowledge Discovery (ICNC-FSKD)",10.1109/icnc-fskd64080.2024.10702279,,https://doi.org/10.1109/icnc-fskd64080.2024.10702279
CrossRef,S4_BipartiteGraph,Bipartite Graph-Based Recommendation Systems: Introducing the Enhanced Graph Convolutional Neural Network Method for Indonesian Tourism,2024,2023 7th International Conference on New Media Studies (CONMEDIA),10.1109/conmedia60526.2023.10428207,,https://doi.org/10.1109/conmedia60526.2023.10428207
CrossRef,S4_BipartiteGraph,Algorithm 1: Extended bipartite graph convolutional network algorithm.,2024,,10.7717/peerj-cs.1858/table-9,,https://doi.org/10.7717/peerj-cs.1858/table-9
CrossRef,S4_BipartiteGraph,Knowledge Interaction Graph Attention Network for Multi-Behavior Recommendation,2025,,10.2139/ssrn.5192177,,https://doi.org/10.2139/ssrn.5192177
CrossRef,S4_BipartiteGraph,Bipartite Graph Recommendation Algorithm Based on Negative Scores and Item Attributes,2022,"2022 International Conference on Big Data, Information and Computer Network (BDICN)",10.1109/bdicn55575.2022.00049,,https://doi.org/10.1109/bdicn55575.2022.00049
CrossRef,S4_BipartiteGraph,Figure 1: Representation of a metabolic network as a bipartite graph.,2017,,10.7717/peerj.3860/fig-1,,https://doi.org/10.7717/peerj.3860/fig-1
CrossRef,S4_BipartiteGraph,A Conceptual Framework for Top- N Recommendation Using Attributed Bipartite Graph Embedding,2021,2020 International Conference on Networking and Network Applications (NaNA),10.1109/nana51271.2020.00074,,https://doi.org/10.1109/nana51271.2020.00074
CrossRef,S4_BipartiteGraph,Figure 2: Bipartite graph constructed from the 12-node network in Fig. 1.,2017,,10.7717/peerj.2568/fig-2,,https://doi.org/10.7717/peerj.2568/fig-2
CrossRef,S4_BipartiteGraph,Temporal-Guided Knowledge Graph-Enhanced Graph Convolutional Network for Personalized Movie Recommendation Systems,2023,Future Internet,10.3390/fi15100323,,https://doi.org/10.3390/fi15100323
CrossRef,S4_BipartiteGraph,Personalized recommendation algorithm based on weighted bipartite network,2013,Journal of Computer Applications,10.3724/sp.j.1087.2012.00654,,https://doi.org/10.3724/sp.j.1087.2012.00654
CrossRef,S4_BipartiteGraph,Time-Ordered Bipartite Graph for Spatio-Temporal Social Network Analysis,2020,"2020 International Conference on Computing, Networking and Communications (ICNC)",10.1109/icnc47757.2020.9049668,,https://doi.org/10.1109/icnc47757.2020.9049668
CrossRef,S4_BipartiteGraph,Supplier Recommendation Method Based on Semantic Matching and Bipartite Graph Network Collaborative Filtering Algorithm,2024,2023 5th International Conference on Artificial Intelligence and Computer Applications (ICAICA),10.1109/icaica58456.2023.10405583,,https://doi.org/10.1109/icaica58456.2023.10405583
CrossRef,S4_BipartiteGraph,Graph Neural Networks for Multi-modal Recommendation: A Bipartite Heterogeneous Approach,2024,,10.21203/rs.3.rs-4135869/v1,,https://doi.org/10.21203/rs.3.rs-4135869/v1
CrossRef,S4_BipartiteGraph,Recommendation of Resource Allocation Decision Based on Bipartite Graph Network Structure,2025,IEIE Transactions on Smart Processing &amp; Computing,10.5573/ieiespc.2025.14.1.128,,https://doi.org/10.5573/ieiespc.2025.14.1.128
CrossRef,S4_BipartiteGraph,STGIN: Spatial-Temporal Graph Interaction Network for Large-scale POI Recommendation,2023,Proceedings of the 32nd ACM International Conference on Information and Knowledge Management,10.1145/3583780.3615200,,https://doi.org/10.1145/3583780.3615200
CrossRef,S4_BipartiteGraph,PreBiGE: Course Recommendation Using Course Prerequisite Relation Embedding and Bipartite Graph Embedding,2023,Journal of Networking and Network Applications,10.33969/j-nana.2022.020404,,https://doi.org/10.33969/j-nana.2022.020404
CrossRef,S4_BipartiteGraph,Heterogeneous Network Linkage-weight Based Link Prediction in Bipartite Graph for Personalized Recommendation,2016,Procedia Computer Science,10.1016/j.procs.2016.07.119,,https://doi.org/10.1016/j.procs.2016.07.119
CrossRef,S4_BipartiteGraph,STIGCN: Spatial-Temporal Interaction-aware Graph Convolution Network for Pedestrian Trajectory Prediction,2023,,10.21203/rs.3.rs-3170302/v1,,https://doi.org/10.21203/rs.3.rs-3170302/v1
CrossRef,S4_BipartiteGraph,Temporal Pattern Attention Graph Convolutional Network for Recommendation,2025,2024 6th International Academic Exchange Conference on Science and Technology Innovation (IAECST),10.1109/iaecst64597.2024.11117291,,https://doi.org/10.1109/iaecst64597.2024.11117291
CrossRef,S4_BipartiteGraph,Knowledge Graph Double Interaction Graph Neural Network for Recommendation Algorithm,2022,Applied Sciences,10.3390/app122412701,,https://doi.org/10.3390/app122412701
CrossRef,S4_BipartiteGraph,Figure 2: Network representation of the bipartite interaction between plants (green) and animals (orange).,2023,,10.7717/peerj.16133/fig-2,,https://doi.org/10.7717/peerj.16133/fig-2
CrossRef,S4_BipartiteGraph,Comparison of Interaction Profiling Bipartite Graph Mining and Graph Neural Network for Malware-Control Domain Detection,2024,"Proceedings of the 2024 International Conference on Information Technology, Data Science, and Optimization",10.1145/3658549.3658552,,https://doi.org/10.1145/3658549.3658552
CrossRef,S4_BipartiteGraph,Bipartite Graph Analysis,2016,Algorithms and Models for Network Data and Link Analysis,10.1017/cbo9781316418321.010,,https://doi.org/10.1017/cbo9781316418321.010
CrossRef,S4_BipartiteGraph,Bipartite Graph Analysis of the Virus–Host Protein Interaction Network to Identify Key Proteins Mediating the Infection,2025,Methods in Molecular Biology,10.1007/978-1-0716-4546-8_5,,https://doi.org/10.1007/978-1-0716-4546-8_5
CrossRef,S4_BipartiteGraph,Spatio-Temporal Graph Spectral Network for Personalized Itinerary Recommendation,2025,IEEE Access,10.1109/access.2025.3604019,,https://doi.org/10.1109/access.2025.3604019
CrossRef,S4_BipartiteGraph,Recommendation Model of Graph Neural Network Based on Neighbor Aware Interaction,2023,"2023 2nd Asia Conference on Electrical, Power and Computer Engineering (EPCE)",10.1109/epce58798.2023.00038,,https://doi.org/10.1109/epce58798.2023.00038
CrossRef,S4_BipartiteGraph,Knowledge interaction graph attention network for multi-behavior recommendation,2025,Neurocomputing,10.1016/j.neucom.2025.132419,,https://doi.org/10.1016/j.neucom.2025.132419
CrossRef,S4_BipartiteGraph,Soft Bipartite Graph: A New Bipartite Graph in the Horizon,2025,Journal of Information Systems Engineering and Management,10.52783/jisem.v9i4.86,,https://doi.org/10.52783/jisem.v9i4.86
SemanticScholar,S4_DynamicGraph,FreqPosDyG: Frequency-Enhanced Position-Aware Dynamic Graph Neural Network for Link Prediction,2025,,10.1145/3776759.3776808,0,https://www.semanticscholar.org/paper/160c051ab3a8a175812b43352611fa182719b0a0
SemanticScholar,S4_DynamicGraph,Entropy-Aware Time-Varying Graph Neural Networks with Generalized Temporal Hawkes Process: Dynamic Link Prediction in the Presence of Node Addition and Deletion,2023,Machine Learning and Knowledge Extraction,10.3390/make5040069,4,https://www.semanticscholar.org/paper/da43521ac2d6549e60ff224dfd4b7996dee5fc14
SemanticScholar,S4_DynamicGraph,Graph Neural Networks for Bridge Swap Link Prediction in Uniswap v3,2025,International Conference on AI in Finance,10.1145/3768292.3770392,3,https://www.semanticscholar.org/paper/136b33ae87f89bf3fb3c04fd041ee9034f3e8a35
SemanticScholar,S4_DynamicGraph,BehaviorNet: A Fine-grained Behavior-aware Network for Dynamic Link Prediction,2023,ACM Transactions on the Web,10.1145/3580514,11,https://www.semanticscholar.org/paper/276fc548bdec3f7fb26f071d192ca93aad422ef1
SemanticScholar,S4_DynamicGraph,Dynamic Neighborhood Selection for Context Aware Temporal Evolution Using Graph Neural Networks,2024,Cognitive Computation,10.1007/s12559-024-10359-0,1,https://www.semanticscholar.org/paper/a86eb34f1586e0e3c5bc43fd1409bcc7067a6fe7
SemanticScholar,S4_DynamicGraph,Graph Neural Networks with Dynamic Temporal Encoding for Large-Scale Social Network Analytics,2026,,10.1109/ICSEDIS68157.2026.11518406,0,https://www.semanticscholar.org/paper/7a1771bff33729a0c6bf292d563653a5145c9b3f
SemanticScholar,S4_DynamicGraph,HT-Graph: Heterogeneous Continuous-Time Dynamic Graph Representation Learning using Neighbor-store with Restart,2025,IEEE International Joint Conference on Neural Network,10.1109/IJCNN64981.2025.11228297,0,https://www.semanticscholar.org/paper/f119c6faf851bb775d4ceb79c9c55107d814fd4b
SemanticScholar,S4_DynamicGraph,MAFD-GCN: Multi-view Adaptive Frequency Dynamic Graph Convolutional Networks,2025,IEEE International Joint Conference on Neural Network,10.1109/IJCNN64981.2025.11227301,0,https://www.semanticscholar.org/paper/650c7ea06d37cec09ecb0a71bb5be1f122344e6d
SemanticScholar,S4_DynamicGraph,Temporal Knowledge Graph Reasoning based on Graph Convolution Network,2022,International Conference on Data Intelligence and Security,10.1109/ICDIS55630.2022.00055,0,https://www.semanticscholar.org/paper/9366c90518744343a7346d683e1dfe66727bc3cf
SemanticScholar,S4_DynamicGraph,An asymmetric graph neural network with time-position encoding for link prediction in dynamic networks,2026,Physica Scripta,10.1088/1402-4896/ae40a7,1,https://www.semanticscholar.org/paper/900ed975629737b64a7f6b4be4ab9ace8f7667ae
SemanticScholar,S4_DynamicGraph,Time-Aware Graph Learning for Link Prediction on Temporal Networks,2025,IEEE Transactions on Neural Networks and Learning Systems,10.1109/TNNLS.2025.3545021,2,https://www.semanticscholar.org/paper/6ed31b91fdc81913c9bc75bc2f17a6250cad6c9f
SemanticScholar,S4_DynamicGraph,Multi-dimensional time-dependent dynamic graph neural network for metro passenger flow prediction,2025,,10.1007/s10489-025-06346-z,4,https://www.semanticscholar.org/paper/04aadaecd64e08baff08bba2b9902907f7f15fb2
SemanticScholar,S4_DynamicGraph,Subgraph-Aware Graph Kernel Neural Network for Link Prediction in Biological Networks,2024,IEEE journal of biomedical and health informatics,10.1109/JBHI.2024.3390092,16,https://www.semanticscholar.org/paper/37c25819241675efb81f82736121d5f7d0da84b9
SemanticScholar,S4_DynamicGraph,Survey of Graph Neural Network Methods for Dynamic Link Prediction,2025,,10.1016/j.procs.2025.03.057,5,https://www.semanticscholar.org/paper/39ab0612e267ebecc839d190c3e97e7e29c6d2ca
SemanticScholar,S4_DynamicGraph,Dynamic Spatio-temporal Graph Neural Network for Surrounding-aware Trajectory Prediction of Autonomous Vehicles,2024,IEEE Transactions on Intelligent Vehicles,10.1109/tiv.2024.3406507,34,https://www.semanticscholar.org/paper/5e834f1480f69040d1e07512f16910e1b71cea20
SemanticScholar,S4_DynamicGraph,A Resource-Aware Multi-Graph Neural Network for Urban Traffic Flow Prediction in Multi-Access Edge Computing Systems,2024,IEEE transactions on consumer electronics,10.1109/TCE.2024.3439719,105,https://www.semanticscholar.org/paper/6ffd01617fb511d0314a5dfda862a77653054962
SemanticScholar,S4_DynamicGraph,Dynamic Graph Neural Network with Motif Reconstruction,2025,IEEE International Joint Conference on Neural Network,10.1109/IJCNN64981.2025.11227567,0,https://www.semanticscholar.org/paper/7ca7f8042c798332fd950714535114babd3599f1
SemanticScholar,S4_DynamicGraph,Prediction of three-dimensional ocean temperature in the South China Sea based on time series gridded data and a dynamic spatiotemporal graph neural network,2024,Acta Oceanologica Sinica,10.1007/s13131-023-2252-0,3,https://www.semanticscholar.org/paper/123a1e3745637d229e14d65ebce2a66a9156eb09
SemanticScholar,S4_DynamicGraph,Time-Aware Robustness of Temporal Graph Neural Networks for Link Prediction (Extended Abstract),2023,Time,10.4230/LIPIcs.TIME.2023.19,0,https://www.semanticscholar.org/paper/fa7554998a47dc56d4edc4f9f1b9c0896f6fb8cc
SemanticScholar,S4_DynamicGraph,TADGCN: A Time-Aware Dynamic Graph Convolution Network for long-term traffic flow prediction,2024,Expert systems with applications,10.1016/j.eswa.2024.125134,13,https://www.semanticscholar.org/paper/9a7b2015e751250853550410b388a5705aee94b3
SemanticScholar,S4_DynamicGraph,Flow-Aware Scheduling with Graph Neural Network Routing for Resource Efficiency in Time-Sensitive Networking,2024,IEEE International Joint Conference on Neural Network,10.1109/IJCNN60899.2024.10650397,3,https://www.semanticscholar.org/paper/8a25db44df9ef9e0e89186d2d8db212f341b7e4e
SemanticScholar,S4_DynamicGraph,Multi-Relational Graph Neural Network for Out-of-Domain Link Prediction,2024,IEEE International Joint Conference on Neural Network,10.1109/IJCNN60899.2024.10650198,1,https://www.semanticscholar.org/paper/1c43e5cad8abd2d26da81468d76516abd956929c
SemanticScholar,S4_DynamicGraph,IEA-GNN: Anchor-aware graph neural network fused with information entropy for node classification and link prediction,2023,Information Sciences,10.1016/j.ins.2023.03.022,42,https://www.semanticscholar.org/paper/7796d4fd4bae3bd977d531773e4f5a23b832e9c9
SemanticScholar,S4_DynamicGraph,On the Effectiveness of Heterogeneous Ensembles Combining Graph Neural Networks and Heuristics for Dynamic Link Prediction,2024,IEEE Transactions on Network Science and Engineering,10.1109/TNSE.2023.3343927,6,https://www.semanticscholar.org/paper/76840bf676206d843bf626637e151cce081e0a3d
SemanticScholar,S4_DynamicGraph,SIG: Efficient Self-Interpretable Graph Neural Network for Continuous-time Dynamic Graphs,2024,arXiv.org,10.48550/arXiv.2405.19062,3,https://www.semanticscholar.org/paper/0791d7d60827bfae0810ba9ad6af8b42f080b5c8
SemanticScholar,S4_DynamicGraph,Utilizing Graph Neural Networks for Effective Link Prediction in Microservice Architectures,2025,International Conference on Performance Engineering,10.1145/3676151.3719362,3,https://www.semanticscholar.org/paper/48d510b3c8c9bf59f393100122e68d33eaf92cff
SemanticScholar,S4_DynamicGraph,DeepCurrent: An Attention-Driven Graph Neural Network for Energy-Efficient Routing and Data Aggregation in UIoT Networks,2025,,10.1109/CMSS66566.2025.11182394,18,https://www.semanticscholar.org/paper/c253d720c9e9958f10631a23074fc33fa8ee7e43
SemanticScholar,S4_DynamicGraph,Continuous-Time Link Prediction via Temporal Dependent Graph Neural Network,2020,The Web Conference,10.1145/3366423.3380073,76,https://www.semanticscholar.org/paper/ab9e30123e0914ab5a97c36b9f9dda618cb1647c
SemanticScholar,S4_DynamicGraph,Few-shot link prediction for temporal knowledge graphs based on time-aware translation and attention mechanism,2023,Neural Networks,10.1016/j.neunet.2023.01.043,37,https://www.semanticscholar.org/paper/9e7e88ee7641e3b9baeed506c86ce97b766a4d7c
OpenAlex,S4_DynamicGraph,Entropy-Aware Time-Varying Graph Neural Networks with Generalized Temporal Hawkes Process: Dynamic Link Prediction in the Presence of Node Addition and Deletion,2023,Machine Learning and Knowledge Extraction,https://doi.org/10.3390/make5040069,3,https://openalex.org/W4387331439
OpenAlex,S4_DynamicGraph,"Review of deep learning: concepts, CNN architectures, challenges, applications, future directions",2021,Journal Of Big Data,https://doi.org/10.1186/s40537-021-00444-8,7463,https://openalex.org/W3140854437
OpenAlex,S4_DynamicGraph,Systematic methodological review: developing a framework for a qualitative semi‐structured interview guide,2016,Journal of Advanced Nursing,https://doi.org/10.1111/jan.13031,3707,https://openalex.org/W2396339611
OpenAlex,S4_DynamicGraph,"A Survey on Knowledge Graphs: Representation, Acquisition, and Applications",2021,IEEE Transactions on Neural Networks and Learning Systems,https://doi.org/10.1109/tnnls.2021.3070843,2660,https://openalex.org/W3003265726
OpenAlex,S4_DynamicGraph,Temporal Dynamics-Aware Adversarial Attacks on Discrete-Time Dynamic Graph Models,2023,,https://doi.org/10.1145/3580305.3599517,20,https://openalex.org/W4385567499
OpenAlex,S4_DynamicGraph,Advances and Open Problems in Federated Learning,2020,Foundations and Trends® in Machine Learning,https://doi.org/10.1561/2200000083,4630,https://openalex.org/W2995022099
OpenAlex,S4_DynamicGraph,BehaviorNet: A Fine-grained Behavior-aware Network for Dynamic Link Prediction,2023,ACM Transactions on the Web,https://doi.org/10.1145/3580514,11,https://openalex.org/W4317433757
OpenAlex,S4_DynamicGraph,Deep Learning for Computer Vision: A Brief Review,2018,Computational Intelligence and Neuroscience,https://doi.org/10.1155/2018/7068349,3283,https://openalex.org/W2794284562
OpenAlex,S4_DynamicGraph,Tracking Whole-Brain Connectivity Dynamics in the Resting State,2012,Cerebral Cortex,https://doi.org/10.1093/cercor/bhs352,3199,https://openalex.org/W2170702893
OpenAlex,S4_DynamicGraph,Machine Learning for Fluid Mechanics,2019,Annual Review of Fluid Mechanics,https://doi.org/10.1146/annurev-fluid-010719-060214,2557,https://openalex.org/W2973119841
OpenAlex,S4_DynamicGraph,Graph convolutional networks: a comprehensive review,2019,Computational Social Networks,https://doi.org/10.1186/s40649-019-0069-y,1777,https://openalex.org/W2985331920
OpenAlex,S4_DynamicGraph,Embedding Entities and Relations for Learning and Inference in Knowledge Bases,2014,arXiv (Cornell University),https://doi.org/10.4230/tgdk.1.1.7,2037,https://openalex.org/W1533230146
OpenAlex,S4_DynamicGraph,Attention mechanisms in computer vision: A survey,2022,Computational Visual Media,https://doi.org/10.1007/s41095-022-0271-y,2341,https://openalex.org/W3212386989
OpenAlex,S4_DynamicGraph,Pre-training on dynamic graph neural networks,2022,Neurocomputing,https://doi.org/10.1016/j.neucom.2022.05.070,13,https://openalex.org/W3130885618
OpenAlex,S4_DynamicGraph,"Pre-train, Prompt, and Predict: A Systematic Survey of Prompting Methods in Natural Language Processing",2022,ACM Computing Surveys,https://doi.org/10.1145/3560815,3566,https://openalex.org/W3185341429
OpenAlex,S4_DynamicGraph,Learning from imbalanced data: open challenges and future directions,2016,Progress in Artificial Intelligence,https://doi.org/10.1007/s13748-016-0094-0,2398,https://openalex.org/W2338318698
OpenAlex,S4_DynamicGraph,Feature Selection,2017,ACM Computing Surveys,https://doi.org/10.1145/3136625,2292,https://openalex.org/W4289236186
OpenAlex,S4_DynamicGraph,Somatic <i>CALR</i> Mutations in Myeloproliferative Neoplasms with Nonmutated <i>JAK2</i>,2013,New England Journal of Medicine,https://doi.org/10.1056/nejmoa1312542,1731,https://openalex.org/W2138709799
OpenAlex,S4_DynamicGraph,Proceedings of the 28th International Conference on Computational Linguistics,2020,,https://doi.org/10.18653/v1/2020.coling-main,1422,https://openalex.org/W4365799947
OpenAlex,S4_DynamicGraph,Scientific Machine Learning Through Physics–Informed Neural Networks: Where we are and What’s Next,2022,Journal of Scientific Computing,https://doi.org/10.1007/s10915-022-01939-z,2225,https://openalex.org/W4288039037
OpenAlex,S4_DynamicGraph,Interpreting Black-Box Models: A Review on Explainable Artificial Intelligence,2023,Cognitive Computation,https://doi.org/10.1007/s12559-023-10179-8,1659,https://openalex.org/W4386142022
OpenAlex,S4_DynamicGraph,Unmanned Aerial Vehicles (UAVs): A Survey on Civil Applications and Key Research Challenges,2019,IEEE Access,https://doi.org/10.1109/access.2019.2909530,2207,https://openalex.org/W4213147678
OpenAlex,S4_DynamicGraph,Knowledge Graphs,2021,ACM Computing Surveys,https://doi.org/10.1145/3447772,1495,https://openalex.org/W3010336026
OpenAlex,S4_DynamicGraph,A tutorial on regularized partial correlation networks.,2018,Psychological Methods,https://doi.org/10.1037/met0000167,2674,https://openalex.org/W2462099493
OpenAlex,S4_DynamicGraph,"Digital Twin: Enabling Technologies, Challenges and Open Research",2020,IEEE Access,https://doi.org/10.1109/access.2020.2998358,2419,https://openalex.org/W2982936646
CrossRef,S4_DynamicGraph,TAGNN: topology-aware graph neural network framework for link prediction,2026,Scientific Reports,10.1038/s41598-026-48184-0,,https://doi.org/10.1038/s41598-026-48184-0
